employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
1593,Analytics,region_2,Bachelor's,m,other,1,31,3,4,0,0,84,0
52396,Technology,region_17,Master's & above,m,other,1,42,3,5,0,0,80,0
9397,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,24,3,2,0,0,49,0
33127,Operations,region_2,Master's & above,m,sourcing,1,39,5,5,0,0,54,0
30436,Sales & Marketing,region_27,Master's & above,m,other,1,37,5,8,0,0,52,0
42411,Procurement,region_2,Bachelor's,f,other,1,31,3,6,0,0,70,0
70668,HR,region_21,Bachelor's,m,sourcing,1,31,3,4,0,0,51,0
74077,Analytics,region_2,Bachelor's,m,other,1,43,3,16,0,0,87,0
49095,Procurement,region_2,Bachelor's,f,other,1,42,5,6,1,0,70,0
48023,Operations,region_2,Below Secondary,m,other,1,21,,1,0,0,60,0
8632,HR,region_2,Bachelor's,f,other,1,27,2,4,0,0,47,0
61628,Operations,region_31,Bachelor's,f,sourcing,1,33,3,7,0,0,52,0
44502,Analytics,region_1,Bachelor's,m,other,1,32,4,8,0,0,82,0
51668,Sales & Marketing,region_10,Master's & above,f,sourcing,1,31,2,6,0,0,46,0
47801,Operations,region_15,Bachelor's,m,sourcing,1,37,1,9,0,0,63,0
2541,Operations,region_7,Below Secondary,m,other,1,26,5,4,1,0,59,0
32719,Sales & Marketing,region_5,Bachelor's,m,other,2,29,1,4,0,0,47,0
35581,Sales & Marketing,region_25,Bachelor's,m,sourcing,3,29,3,7,0,0,51,0
27598,Technology,region_16,Bachelor's,m,other,2,35,4,3,1,0,79,0
16658,Procurement,region_2,Bachelor's,m,sourcing,1,45,4,7,1,0,72,1
39026,Operations,region_29,Bachelor's,m,sourcing,1,38,5,5,1,0,62,0
65861,Sales & Marketing,region_2,,m,other,1,43,5,11,1,0,51,1
60280,HR,region_2,Bachelor's,f,sourcing,1,41,1,11,0,0,53,0
77466,Procurement,region_17,Master's & above,f,other,1,43,5,13,0,0,71,0
4251,Operations,region_31,Bachelor's,f,other,1,28,,1,0,0,55,0
601,Sales & Marketing,region_10,Bachelor's,m,other,1,36,5,8,1,0,53,0
64708,Operations,region_2,Master's & above,m,other,2,43,5,17,0,0,60,0
40484,Operations,region_8,Bachelor's,m,sourcing,1,26,5,3,0,0,56,0
72223,Procurement,region_11,Master's & above,f,sourcing,1,34,3,5,0,0,68,0
64989,Procurement,region_2,Master's & above,f,other,1,55,5,27,1,0,70,1
34299,Sales & Marketing,region_7,Master's & above,f,other,1,38,3,7,1,0,51,0
46176,Sales & Marketing,region_2,,m,sourcing,1,28,3,2,1,1,47,0
54796,Procurement,region_24,Bachelor's,f,other,1,31,3,6,1,0,69,0
13526,Finance,region_30,Bachelor's,f,other,1,29,3,6,1,0,62,0
45255,Technology,region_17,Bachelor's,m,other,1,32,4,3,1,0,83,1
29210,Technology,region_32,Bachelor's,f,sourcing,1,28,4,2,0,0,84,0
66431,Operations,region_2,Master's & above,m,sourcing,1,36,5,2,1,0,56,0
38110,Operations,region_2,Bachelor's,m,other,1,51,4,22,1,0,61,1
21527,Operations,region_27,Bachelor's,f,sourcing,2,32,4,9,0,0,56,0
59243,Analytics,region_9,,m,other,1,30,3,4,0,0,86,0
34103,Procurement,region_16,Bachelor's,m,other,1,27,4,4,0,0,65,0
63089,Technology,region_2,Bachelor's,m,sourcing,1,31,,1,1,0,90,1
56051,Finance,region_20,Bachelor's,m,other,1,29,5,3,1,0,62,0
19181,Sales & Marketing,region_9,,m,sourcing,1,28,3,3,0,0,52,0
15764,Procurement,region_31,Bachelor's,m,other,1,38,3,8,0,0,67,0
6654,Analytics,region_31,Bachelor's,m,other,2,30,4,2,1,0,85,0
8392,Sales & Marketing,region_23,Master's & above,m,sourcing,1,37,3,4,0,0,58,1
714,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,31,3,5,0,0,46,0
52542,Operations,region_22,Bachelor's,m,sourcing,3,35,5,7,1,0,58,0
25163,Operations,region_27,Bachelor's,f,other,2,31,4,7,1,0,61,0
25368,Sales & Marketing,region_28,Master's & above,m,other,1,30,3,7,1,0,50,1
29841,Operations,region_32,Bachelor's,f,other,1,27,,1,0,0,58,0
77520,Analytics,region_22,Bachelor's,m,sourcing,1,29,5,6,1,0,87,0
10509,Technology,region_2,Bachelor's,f,other,1,60,2,17,0,0,81,0
36839,Sales & Marketing,region_32,Bachelor's,m,other,1,27,3,3,0,0,55,0
2529,Procurement,region_5,Bachelor's,f,other,1,26,,1,0,0,73,0
14564,Operations,region_27,Bachelor's,m,sourcing,2,30,3,6,0,0,60,0
54959,Analytics,region_10,Master's & above,m,sourcing,1,48,3,6,0,0,78,0
49201,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,32,1,6,1,1,52,0
46672,Operations,region_20,Bachelor's,m,sourcing,1,30,,1,1,0,58,0
58801,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,27,3,2,1,0,51,0
5164,Analytics,region_32,Bachelor's,m,sourcing,1,36,4,10,0,0,87,0
58685,Operations,region_22,Bachelor's,f,sourcing,1,43,4,2,1,1,60,0
57346,Procurement,region_2,Master's & above,m,other,1,57,3,12,1,0,68,0
48209,Operations,region_2,Bachelor's,f,sourcing,2,30,3,4,0,0,61,0
13529,Sales & Marketing,region_8,Master's & above,m,other,1,33,3,5,0,0,47,0
39266,Procurement,region_7,Master's & above,m,sourcing,1,40,4,3,1,0,68,0
68553,Operations,region_16,Bachelor's,f,sourcing,1,34,3,8,0,0,64,0
9946,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,43,1,3,0,0,52,0
51846,Operations,region_2,Bachelor's,f,sourcing,1,38,4,10,1,0,60,0
65088,HR,region_32,Bachelor's,f,other,1,31,4,5,0,0,52,0
74918,Analytics,region_26,Bachelor's,m,other,1,31,5,7,0,0,87,0
16689,Operations,region_8,Bachelor's,m,other,1,30,4,6,1,0,59,0
27456,Technology,region_2,Bachelor's,f,referred,2,53,3,3,0,0,83,0
57051,Operations,region_4,Bachelor's,m,sourcing,1,34,4,7,1,0,58,0
40184,HR,region_7,Bachelor's,f,other,1,24,5,2,1,0,45,0
33150,Sales & Marketing,region_9,Master's & above,m,other,2,29,3,9,0,0,50,0
52635,Operations,region_22,Bachelor's,f,other,1,30,1,5,1,0,59,0
17160,Analytics,region_14,Bachelor's,m,sourcing,3,28,4,4,1,0,85,0
70471,Technology,region_2,Bachelor's,m,referred,1,28,,1,1,0,82,0
17171,Operations,region_4,Bachelor's,m,sourcing,1,40,5,15,1,0,60,0
74962,Sales & Marketing,region_23,Master's & above,m,other,1,35,2,9,0,0,53,0
67186,Procurement,region_7,Master's & above,m,sourcing,1,34,3,2,0,0,69,0
39581,Procurement,region_21,Bachelor's,m,other,1,29,5,2,1,0,89,1
15420,Procurement,region_27,Master's & above,f,other,1,34,3,3,0,0,71,0
69956,Operations,region_22,Bachelor's,m,other,1,43,5,9,1,0,59,0
62831,Procurement,region_2,Bachelor's,f,sourcing,1,30,2,3,1,0,69,0
64473,R&D,region_22,,m,other,1,30,3,4,0,0,84,0
30405,Sales & Marketing,region_21,Master's & above,m,other,3,36,2,8,0,0,51,0
78198,Finance,region_26,Bachelor's,m,other,2,30,3,5,0,0,54,0
60444,Analytics,region_28,Bachelor's,m,sourcing,1,32,3,3,0,0,88,0
70899,Procurement,region_23,Bachelor's,m,other,1,28,,1,1,0,70,1
76589,Procurement,region_2,Bachelor's,f,sourcing,1,40,3,6,1,0,68,0
58645,Sales & Marketing,region_26,Bachelor's,m,other,1,50,1,16,0,0,49,0
50923,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,38,4,9,1,0,46,0
9692,Procurement,region_14,Bachelor's,m,sourcing,1,28,4,2,0,0,68,0
55753,R&D,region_32,Master's & above,m,sourcing,1,30,1,3,0,0,86,0
17832,Operations,region_4,Bachelor's,m,other,1,45,4,3,0,0,60,0
74874,Sales & Marketing,region_25,,m,sourcing,1,27,3,3,0,0,49,0
14074,Sales & Marketing,region_2,Master's & above,m,other,2,44,3,7,0,0,44,0
7572,Sales & Marketing,region_22,Bachelor's,f,other,3,27,3,2,1,0,49,0
23612,Technology,region_24,Bachelor's,f,other,1,29,3,1,0,0,83,0
36350,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,35,1,2,1,0,50,0
69835,Procurement,region_2,Bachelor's,m,other,1,40,3,3,1,0,68,0
18081,Procurement,region_7,Bachelor's,f,sourcing,2,34,3,5,0,0,66,0
28763,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,29,4,3,0,0,45,0
7220,Operations,region_22,Bachelor's,m,sourcing,2,29,5,3,1,0,66,0
58958,Finance,region_26,Bachelor's,m,sourcing,1,28,4,2,1,0,64,0
62192,Procurement,region_26,Bachelor's,m,other,1,36,4,7,1,0,71,0
21750,Analytics,region_28,Master's & above,m,sourcing,2,36,4,7,0,0,82,0
29223,Sales & Marketing,region_31,,m,other,1,27,3,3,0,0,47,0
25156,Operations,region_10,Master's & above,m,other,1,39,4,5,0,0,61,0
1583,Procurement,region_2,Bachelor's,f,sourcing,1,36,4,2,0,0,73,0
53348,Analytics,region_31,Bachelor's,m,sourcing,1,40,4,3,1,0,85,0
32385,Sales & Marketing,region_33,Master's & above,m,other,2,36,4,6,0,0,53,0
41022,Procurement,region_22,Master's & above,m,other,1,42,3,13,0,0,70,0
27115,Technology,region_7,Bachelor's,m,sourcing,2,29,1,2,0,0,82,0
68608,Analytics,region_7,Bachelor's,m,sourcing,2,30,4,3,0,0,82,0
30998,Sales & Marketing,region_14,Bachelor's,m,other,1,37,1,10,0,0,45,0
8300,HR,region_20,Bachelor's,f,other,1,27,4,3,0,0,48,0
34781,Analytics,region_22,Bachelor's,m,other,1,29,1,2,0,0,81,0
9001,Finance,region_15,Bachelor's,m,other,1,27,,1,0,0,60,0
8457,Sales & Marketing,region_23,Master's & above,f,other,1,35,3,10,0,0,54,0
73696,Analytics,region_27,Bachelor's,m,other,2,40,4,8,0,0,81,0
45980,R&D,region_4,Master's & above,m,other,2,36,1,10,0,0,85,0
38961,Sales & Marketing,region_9,Bachelor's,m,other,1,26,,1,1,0,51,0
12547,Procurement,region_2,Bachelor's,m,referred,1,32,3,9,0,0,68,0
69721,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,25,1,4,1,0,49,0
28195,Sales & Marketing,region_28,Bachelor's,m,other,3,30,3,6,0,0,52,0
77949,Sales & Marketing,region_21,Bachelor's,m,other,1,40,3,11,0,0,52,0
41491,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,37,4,5,1,0,48,0
9425,Procurement,region_23,Bachelor's,m,other,1,31,4,5,1,0,69,0
75325,Sales & Marketing,region_1,Bachelor's,m,other,1,29,5,5,0,0,54,0
24799,Operations,region_27,Bachelor's,f,sourcing,1,30,2,2,0,0,57,0
7413,Procurement,region_27,Master's & above,m,other,3,40,3,7,0,0,71,0
66063,Sales & Marketing,region_3,Bachelor's,m,other,1,34,2,7,0,0,54,0
14246,Operations,region_14,Master's & above,m,other,1,45,3,18,0,0,58,0
42679,Sales & Marketing,region_14,Bachelor's,m,other,1,32,3,2,1,0,47,0
67684,Sales & Marketing,region_22,Master's & above,m,sourcing,1,54,3,16,0,0,58,0
11210,Sales & Marketing,region_2,,f,other,1,21,4,1,0,0,51,0
71789,Technology,region_4,Bachelor's,f,other,2,30,3,3,1,0,79,1
11234,Operations,region_23,Bachelor's,f,sourcing,1,34,4,4,0,0,64,0
40561,Technology,region_2,Master's & above,m,sourcing,1,54,5,20,1,0,97,1
57579,Operations,region_7,Master's & above,f,sourcing,2,44,4,13,1,0,56,0
15291,Analytics,region_21,Bachelor's,m,sourcing,1,27,4,5,0,0,80,0
32801,Analytics,region_3,Bachelor's,m,sourcing,1,31,3,5,1,0,85,0
29887,Analytics,region_22,Bachelor's,m,other,1,38,5,8,1,0,80,0
15135,Finance,region_22,Master's & above,f,other,1,34,3,3,0,0,59,0
14788,Technology,region_31,Bachelor's,f,other,1,30,3,7,0,0,84,0
8689,Procurement,region_7,Bachelor's,m,sourcing,1,30,1,6,0,0,66,0
1470,Procurement,region_11,Bachelor's,m,other,1,33,5,7,1,0,72,0
13870,Sales & Marketing,region_1,Master's & above,m,other,1,38,2,10,0,0,50,0
58510,Procurement,region_7,Master's & above,f,other,1,42,2,7,0,0,73,0
26965,Operations,region_6,Bachelor's,m,sourcing,2,28,,1,0,0,60,0
64355,Technology,region_16,Bachelor's,m,sourcing,1,25,3,2,0,0,79,0
18209,Sales & Marketing,region_2,Bachelor's,m,other,1,48,3,19,1,0,46,0
49277,Analytics,region_27,Bachelor's,m,sourcing,1,32,1,3,0,0,84,0
30409,Operations,region_22,Master's & above,f,sourcing,1,33,4,4,0,0,62,0
76468,Analytics,region_22,Bachelor's,m,referred,1,26,3,2,0,0,88,0
14050,Operations,region_32,,f,other,1,29,5,2,1,0,57,0
21381,Procurement,region_2,Bachelor's,m,other,1,39,4,9,1,0,68,0
12321,Technology,region_7,Bachelor's,m,sourcing,1,31,4,5,1,0,81,0
67209,Procurement,region_2,Master's & above,m,other,1,60,2,2,0,0,68,0
18420,Operations,region_30,Bachelor's,m,other,2,37,3,9,0,0,55,0
23528,Operations,region_32,Bachelor's,m,other,1,31,5,5,0,0,61,0
50252,Legal,region_2,Bachelor's,m,sourcing,1,39,3,4,1,0,60,0
8881,Procurement,region_26,Bachelor's,f,sourcing,1,34,3,7,0,0,69,0
32469,Operations,region_31,Master's & above,m,other,1,36,4,4,0,0,63,0
45712,Operations,region_15,Master's & above,m,other,1,42,3,9,1,0,63,0
24164,Finance,region_2,Bachelor's,m,sourcing,1,26,1,3,0,0,62,0
22702,Procurement,region_22,Bachelor's,m,other,4,28,,1,1,0,67,0
17966,Technology,region_27,Bachelor's,m,sourcing,1,28,,1,1,0,82,0
57194,Sales & Marketing,region_17,Bachelor's,m,other,1,31,3,7,0,0,47,0
64322,Sales & Marketing,region_7,Master's & above,m,sourcing,1,35,5,4,1,0,47,0
8021,Analytics,region_5,Bachelor's,m,other,1,31,4,3,1,0,85,0
55727,Procurement,region_33,Bachelor's,m,other,1,31,5,4,0,0,67,0
8812,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,36,1,7,0,0,49,0
63779,Sales & Marketing,region_2,Master's & above,m,sourcing,2,47,1,19,0,0,49,0
58689,Sales & Marketing,region_5,Bachelor's,m,sourcing,2,34,3,7,0,0,48,0
37095,Technology,region_22,Bachelor's,m,other,1,29,3,8,1,0,85,0
72337,Technology,region_20,Bachelor's,m,other,1,30,3,6,0,0,79,0
76670,Procurement,region_2,Master's & above,f,other,2,44,3,9,0,0,67,0
47243,Sales & Marketing,region_18,Bachelor's,m,sourcing,1,29,1,6,0,0,51,0
53945,Technology,region_2,Bachelor's,m,referred,3,52,3,5,0,0,92,1
15489,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,31,3,3,0,0,49,0
910,Procurement,region_26,Bachelor's,m,other,2,35,5,8,1,0,70,1
18771,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,43,3,5,0,0,47,0
29291,Legal,region_2,Bachelor's,m,sourcing,1,52,4,17,0,0,55,0
56592,Operations,region_2,Bachelor's,m,other,1,50,3,17,1,0,61,1
40832,Technology,region_2,Bachelor's,m,sourcing,2,43,3,6,0,0,76,0
68378,Technology,region_7,Bachelor's,m,other,1,55,3,22,0,0,85,0
45628,Finance,region_2,Bachelor's,m,sourcing,1,31,5,5,0,0,61,0
41722,Operations,region_2,Bachelor's,m,sourcing,1,37,4,9,0,0,60,0
38840,Operations,region_22,Bachelor's,f,other,3,34,3,4,1,0,62,0
6097,Sales & Marketing,region_4,Master's & above,m,other,1,52,3,7,1,0,51,1
49124,Analytics,region_7,Bachelor's,m,other,2,39,5,4,1,0,87,0
65523,Analytics,region_2,Bachelor's,m,sourcing,1,36,4,4,1,0,88,0
30649,Procurement,region_26,Bachelor's,f,sourcing,1,30,5,2,1,0,70,0
33446,HR,region_2,Bachelor's,m,sourcing,1,27,5,4,1,0,51,0
17295,Sales & Marketing,region_7,Bachelor's,m,other,1,32,1,5,0,0,48,0
52563,Sales & Marketing,region_29,Bachelor's,m,other,1,33,3,6,0,1,49,0
30747,Sales & Marketing,region_28,Bachelor's,m,other,3,35,2,8,0,0,48,0
20006,Sales & Marketing,region_16,Bachelor's,m,other,1,33,5,6,0,0,54,0
48252,Procurement,region_30,Bachelor's,m,sourcing,1,34,5,6,1,0,69,0
18931,Finance,region_26,Bachelor's,m,other,2,27,5,2,0,0,60,0
20289,Sales & Marketing,region_9,,m,other,1,27,3,4,0,0,52,0
55653,Operations,region_7,Bachelor's,f,other,1,40,2,7,0,0,58,0
17888,Procurement,region_24,Master's & above,f,other,1,33,3,9,0,0,68,0
62369,Operations,region_15,Master's & above,m,sourcing,1,34,2,9,1,0,59,0
69594,Sales & Marketing,region_16,Master's & above,m,sourcing,1,38,3,12,0,0,49,0
5926,Analytics,region_13,Bachelor's,m,sourcing,1,34,4,7,1,0,79,0
28119,R&D,region_31,Bachelor's,m,sourcing,1,36,2,7,0,1,89,0
64879,Sales & Marketing,region_2,,m,sourcing,1,22,3,2,0,0,52,0
77958,Technology,region_2,Bachelor's,f,other,1,42,3,14,0,0,80,0
55683,Operations,region_8,Bachelor's,f,sourcing,1,29,2,5,1,0,56,1
48264,Sales & Marketing,region_15,Master's & above,m,sourcing,1,34,5,4,1,0,52,0
56335,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,32,1,5,0,0,50,0
53583,Sales & Marketing,region_12,Bachelor's,m,other,2,31,3,3,0,0,47,0
20554,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,56,1,31,0,0,49,0
41086,Sales & Marketing,region_2,Master's & above,f,sourcing,1,38,4,9,0,0,52,0
16116,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,34,5,7,1,0,48,0
45904,Analytics,region_22,Bachelor's,m,other,2,27,,1,1,0,87,1
61510,Sales & Marketing,region_7,Bachelor's,m,other,1,40,3,5,0,0,62,1
8053,Technology,region_2,Bachelor's,m,sourcing,1,58,3,3,1,0,77,0
15165,R&D,region_7,Master's & above,m,sourcing,1,33,,1,0,0,96,0
77751,Sales & Marketing,region_4,Master's & above,m,sourcing,1,32,3,7,0,0,49,0
1962,Procurement,region_7,Bachelor's,m,other,1,30,5,1,1,0,64,0
3323,Procurement,region_17,Master's & above,f,other,1,44,3,13,0,0,71,0
36359,Procurement,region_4,Master's & above,m,sourcing,1,36,3,4,0,0,71,0
54752,Technology,region_33,Master's & above,m,other,2,34,3,3,0,0,74,0
5743,Sales & Marketing,region_26,Bachelor's,m,other,2,46,2,8,0,0,52,0
64540,Procurement,region_2,Master's & above,m,other,10,55,3,12,0,0,70,0
31816,Procurement,region_11,Bachelor's,f,sourcing,1,34,1,10,0,0,71,0
56749,R&D,region_22,Bachelor's,m,sourcing,2,30,3,7,0,0,88,0
45916,Analytics,region_2,Bachelor's,f,other,1,28,4,6,1,1,88,1
3682,Sales & Marketing,region_15,Bachelor's,m,other,1,26,1,4,0,0,50,0
53504,Technology,region_14,Bachelor's,m,sourcing,1,44,3,15,0,0,74,0
34322,Procurement,region_11,Bachelor's,f,sourcing,1,31,4,3,0,0,71,0
65160,Procurement,region_2,Bachelor's,f,other,1,23,4,2,1,0,65,0
59121,Analytics,region_13,Bachelor's,m,other,1,39,1,6,0,0,81,0
75640,Analytics,region_32,Bachelor's,m,sourcing,1,30,3,4,0,0,82,0
69985,R&D,region_28,Master's & above,m,other,1,37,3,9,1,0,82,0
50154,Procurement,region_17,Bachelor's,m,other,1,38,5,3,1,0,67,0
20675,Legal,region_20,Bachelor's,m,sourcing,1,27,2,2,0,0,66,0
4258,Sales & Marketing,region_26,Master's & above,m,other,1,47,3,4,1,0,53,0
16397,Analytics,region_31,Master's & above,m,other,1,32,4,9,0,0,84,0
73949,Operations,region_2,,f,other,1,31,3,9,0,0,62,0
26388,Operations,region_4,Master's & above,m,other,1,45,4,3,1,0,58,0
3278,Operations,region_7,Bachelor's,m,sourcing,1,34,3,6,0,0,58,0
61392,Sales & Marketing,region_2,Bachelor's,m,other,1,59,2,15,0,0,49,0
19191,Operations,region_2,Bachelor's,f,sourcing,1,28,1,4,1,0,64,0
40507,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,32,1,6,0,0,53,0
35380,Sales & Marketing,region_26,Bachelor's,m,other,1,26,4,2,0,0,48,0
37172,Procurement,region_31,Bachelor's,f,other,3,35,3,3,0,0,70,0
26157,Finance,region_7,Bachelor's,f,sourcing,1,24,5,2,0,0,56,0
43322,R&D,region_22,Master's & above,m,other,2,31,5,5,1,0,84,0
16818,Analytics,region_15,Bachelor's,m,other,2,29,4,2,0,0,85,0
25021,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,29,3,6,0,0,52,0
39220,Sales & Marketing,region_13,Bachelor's,m,other,1,53,5,11,1,0,47,0
14582,Operations,region_22,Master's & above,m,sourcing,1,47,5,7,1,0,60,0
30990,Sales & Marketing,region_2,Bachelor's,f,other,1,25,5,2,0,0,51,0
28199,Sales & Marketing,region_2,Bachelor's,f,other,1,23,,1,0,0,52,0
5377,Analytics,region_15,Bachelor's,m,sourcing,1,26,3,4,1,0,84,0
20555,Technology,region_2,Bachelor's,m,referred,1,30,5,3,0,0,81,0
39941,Analytics,region_2,Master's & above,m,sourcing,1,41,4,13,0,0,80,0
46327,Procurement,region_7,Bachelor's,m,sourcing,1,32,3,7,1,0,64,1
22710,Procurement,region_10,Bachelor's,m,sourcing,1,31,,1,0,0,70,0
9930,Analytics,region_9,Bachelor's,m,other,1,30,3,5,0,0,86,0
73071,Sales & Marketing,region_4,Master's & above,m,sourcing,1,38,3,13,0,0,48,0
50882,Procurement,region_7,Master's & above,f,other,1,39,1,3,0,0,77,0
21542,Sales & Marketing,region_31,Bachelor's,m,other,1,32,1,4,0,0,46,0
9175,Analytics,region_29,Master's & above,m,other,2,36,3,3,1,0,89,0
52184,Technology,region_4,Bachelor's,f,other,1,26,4,2,0,0,94,1
40726,Procurement,region_7,Master's & above,m,sourcing,1,48,1,17,0,0,67,0
24454,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,45,5,3,0,0,46,0
3397,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,29,3,4,1,0,54,0
7112,Technology,region_29,Master's & above,m,other,2,46,4,17,0,0,77,0
75066,Procurement,region_22,Bachelor's,m,sourcing,1,39,3,10,0,0,72,0
11851,Analytics,region_2,Bachelor's,m,other,1,24,,1,1,0,83,0
61341,Analytics,region_28,Master's & above,m,sourcing,1,32,4,6,0,0,89,0
12647,Sales & Marketing,region_26,Master's & above,m,other,2,56,4,23,0,0,56,0
69987,Operations,region_15,Bachelor's,f,other,1,49,5,15,1,1,65,0
73167,Technology,region_7,Bachelor's,f,sourcing,1,26,5,3,1,0,78,0
54917,Sales & Marketing,region_25,Master's & above,m,other,1,33,1,8,0,0,51,0
10063,Sales & Marketing,region_22,Bachelor's,m,other,1,22,4,2,0,0,52,0
6224,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,26,,1,0,0,48,0
23165,Sales & Marketing,region_32,Bachelor's,m,other,3,29,1,4,1,0,49,0
65387,Legal,region_2,Below Secondary,m,other,1,29,,1,0,0,62,0
33602,Operations,region_7,Bachelor's,f,sourcing,1,39,3,2,0,0,56,0
58470,Sales & Marketing,region_31,Bachelor's,m,other,4,26,4,1,1,0,51,1
13915,Operations,region_2,Bachelor's,f,other,1,43,3,11,0,0,63,0
57375,Sales & Marketing,region_25,Bachelor's,m,sourcing,3,34,3,6,0,0,50,0
60036,Procurement,region_20,Master's & above,m,other,1,35,3,10,0,0,70,0
44265,Technology,region_7,Master's & above,m,sourcing,1,59,3,2,0,0,81,0
21856,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,36,3,5,0,0,52,0
39965,Operations,region_15,Bachelor's,m,other,1,39,5,4,1,1,60,1
51042,Procurement,region_26,Bachelor's,f,sourcing,1,24,,1,1,0,66,0
5264,Sales & Marketing,region_16,Master's & above,m,sourcing,1,48,3,3,1,0,50,0
4390,R&D,region_22,Master's & above,m,sourcing,2,26,,1,0,0,84,0
8373,Sales & Marketing,region_26,Master's & above,m,other,2,39,3,4,0,0,49,0
27336,Sales & Marketing,region_14,Bachelor's,m,sourcing,2,39,3,4,0,0,49,0
74425,Analytics,region_29,Bachelor's,m,sourcing,1,27,5,5,1,0,84,0
72471,Analytics,region_17,Bachelor's,m,other,1,29,,1,1,0,82,0
69091,Operations,region_2,Bachelor's,m,other,1,34,3,4,0,0,61,0
6004,Technology,region_7,Bachelor's,f,sourcing,1,32,5,6,0,0,77,0
50363,Analytics,region_6,Bachelor's,m,other,1,26,3,1,0,0,84,0
30170,Sales & Marketing,region_4,Bachelor's,m,other,1,39,3,11,0,0,46,0
35686,HR,region_29,Bachelor's,m,sourcing,1,26,,1,0,0,53,0
8400,Operations,region_6,Bachelor's,f,other,1,49,5,10,1,0,58,0
2756,Technology,region_22,Bachelor's,m,referred,1,27,4,2,1,0,81,0
30689,Sales & Marketing,region_28,Master's & above,m,sourcing,1,42,5,6,1,0,48,0
65603,Sales & Marketing,region_29,Bachelor's,m,sourcing,2,28,1,2,0,0,45,0
75922,Technology,region_2,Bachelor's,f,other,1,43,5,7,1,0,83,0
